id,name,x86_64-linux,aarch64-linux,aarch64-darwin
linuxKernel.packages.linux_5_10.tuxedo-drivers,325151197,,
linuxKernel.packages.linux_5_10.universal-pidff,325151194,325151193,
linuxKernel.packages.linux_5_10.virtualboxGuestAdditions,,325151240,
linuxKernel.packages.linux_5_10.xpadneo,325300684,325300683,
linuxKernel.packages.linux_5_15.acer-wmi-battery,,325151219,
linuxKernel.packages.linux_5_15.akvcam,325151254,325151224,
linuxKernel.packages.linux_5_15.amneziawg,325257053,325257055,
linuxKernel.packages.linux_5_15.ax99100,,325151251,
linuxKernel.packages.linux_5_15.mbp2018-bridge-drv,325151299,325151298,
linuxKernel.packages.linux_5_15.nvidia_x11_beta_open,325168948,325168944,
linuxKernel.packages.linux_5_15.nvidia_x11_latest_open,325168949,325168946,
linuxKernel.packages.linux_5_15.nvidia_x11_production_open,325168950,325168945,
linuxKernel.packages.linux_5_15.nvidia_x11_stable_open,325168960,325168947,
linuxKernel.packages.linux_5_15.nvidia_x11_vulkan_beta_open,325151322,325151345,
linuxKernel.packages.linux_5_15.odp-dpdk,324522793,,
linuxKernel.packages.linux_5_15.tbs,,325151405,
linuxKernel.packages.linux_5_15.tsme-test,,325151426,
linuxKernel.packages.linux_5_15.universal-pidff,325151421,325151467,
linuxKernel.packages.linux_5_15.xpadneo,325300688,325300687,
linuxKernel.packages.linux_6_1.acer-wmi-battery,,325151429,
linuxKernel.packages.linux_6_1.ax99100,,325151442,
linuxKernel.packages.linux_6_1.mba6x_bl,325151551,325151559,
linuxKernel.packages.linux_6_1.mbp2018-bridge-drv,325151593,325151521,
linuxKernel.packages.linux_6_1.morse-driver,325151588,325151528,
linuxKernel.packages.linux_6_1.odp-dpdk,324523026,,
linuxKernel.packages.linux_6_1.tbs,,325151596,
linuxKernel.packages.linux_6_1.tsme-test,,325151617,
linuxKernel.packages.linux_6_1.universal-pidff,,325151616,
linuxKernel.packages.linux_6_12.acer-wmi-battery,,325151645,
linuxKernel.packages.linux_6_12.mbp2018-bridge-drv,325151723,325151722,
linuxKernel.packages.linux_6_12.odp-dpdk,324523252,,
linuxKernel.packages.linux_6_12.tbs,,325151810,
linuxKernel.packages.linux_6_12.tsme-test,,325151813,
linuxKernel.packages.linux_6_12_hardened.acer-wmi-battery,,325151864,
linuxKernel.packages.linux_6_12_hardened.mbp2018-bridge-drv,325151930,325151931,
linuxKernel.packages.linux_6_12_hardened.odp-dpdk,324523478,,
linuxKernel.packages.linux_6_12_hardened.tbs,,325152009,
linuxKernel.packages.linux_6_12_hardened.tsme-test,,325152038,
linuxKernel.packages.linux_6_18.acer-wmi-battery,,325152049,
linuxKernel.packages.linux_6_18.lttng-modules,325152198,325152130,
linuxKernel.packages.linux_6_18.mbp2018-bridge-drv,325152152,325152134,
linuxKernel.packages.linux_6_18.msi-ec,,325152150,
linuxKernel.packages.linux_6_18.odp-dpdk,324523699,,
linuxKernel.packages.linux_6_18.tsme-test,,325152225,
linuxKernel.packages.linux_6_18.vmm_clock,325152240,,
